customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
RL21492,Arizona,4984.618655,Yes,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,1.0,99,0.0,5,Corporate Auto,Corporate L3,Offer2,Call Center,80.73124,Four-Door Car,Medsize,
IU14618,Oregon,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L3,Offer2,Agent,281.295903,Four-Door Car,Large,A
TU15769,Washington,22658.53652,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,404.817249,Four-Door Car,Medsize,
ZZ49347,Oregon,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,A
VW58299,California,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A
SK12752,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
BD89564,Nevada,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,Medsize,
BL89983,California,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Special Auto,Special L3,Offer2,Web,542.4,Four-Door Car,Large,A
RH71877,Arizona,4770.550911,Yes,Basic,College,2/1/11,Medical Leave,F,12964,Suburban,Single,65,,37,,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,A
VO25938,Oregon,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,A
BJ82316,Oregon,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Corporate Auto,Corporate L1,Offer1,Call Center,499.2,SUV,Medsize,
SR49919,Arizona,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,A
YC67208,California,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,,38,,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,
AA56476,Arizona,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,A
XP47431,Arizona,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize,
MX50302,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Special Auto,Special L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,
XE66367,Oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Special Auto,Special L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,A
DX91392,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
XL44677,California,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal L1,Offer1,Agent,302.4,Four-Door Car,Large,A
ZF54421,California,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small,A
OI80614,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,Medsize,
YM20358,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,525.6,Two-Door Car,Small,
NB27041,Arizona,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,542.4,,,A
JZ61928,California,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,Medsize,A
OS75351,Oregon,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L1,Offer1,Branch,425.266308,Four-Door Car,Medsize,
CP27565,Oregon,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize,A
PW31239,Oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,
WY97929,Arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Special Auto,Special L1,Offer2,Agent,355.2,Four-Door Car,Large,A
FP11777,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Corporate Auto,Corporate L2,Offer2,Agent,657.6,Sports Car,Medsize,
RV92809,California,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize,
DA20472,California,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,
DJ52170,California,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Special Auto,Special L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,
IS30295,Arizona,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,
HU22390,California,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize,A
JC37131,Arizona,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Special Auto,Special L3,Offer1,Call Center,542.4,SUV,Medsize,
LU86185,California,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,
SD21312,Nevada,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,A
DA73502,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,
GR53936,Oregon,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,
UT61518,California,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medsize,
GJ59592,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,Small,
ZU25563,California,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Personal Auto,Personal L1,Offer2,Agent,420.041981,Four-Door Car,Medsize,A
PU88199,Oregon,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Corporate Auto,Corporate L2,Offer2,Branch,528.0,SUV,Medsize,A
YT74573,California,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L1,Offer1,Agent,604.8,SUV,Medsize,A
FI20423,Arizona,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize,A
PD32854,Arizona,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,A
YH23384,Arizona,24127.50402,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Agent,511.2,,,
BX70848,Washington,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,,4,,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,A
MR84659,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,A
OQ61223,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Two-Door Car,Medsize,
QN30162,Oregon,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Special Auto,Special L2,Offer1,Agent,484.8,Four-Door Car,Medsize,A
ZB87718,Arizona,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,
PV77228,Arizona,3230.576665,Yes,Extended,College,1/5/11,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,207.75186,Four-Door Car,Medsize,A
CD88896,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
DP33625,Arizona,8092.87696,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L1,Offer1,Agent,369.614729,SUV,Medsize,A
VE87035,Oregon,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medsize,
ZJ22033,Washington,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,300.056383,Four-Door Car,Medsize,
QV40364,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,
UA94723,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,,62,,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,
SB64064,Nevada,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,433.160284,Four-Door Car,Large,A
CS26667,Washington,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Special Auto,Special L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,A
UI55951,California,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A
TI61458,California,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A
EW73451,Arizona,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,A
XS22323,Arizona,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,
RD28560,Washington,12741.84754,Yes,Basic,Bachelor,1/7/11,Employed,F,73054,Urban,Married,106,34.0,36,1.0,2,Corporate Auto,Corporate L2,Offer1,Branch,419.365958,,,
WM36886,California,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Corporate Auto,Corporate L2,Offer2,Branch,174.041566,Four-Door Car,Small,
DG31826,California,4984.618655,Yes,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,1.0,99,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,80.73124,Four-Door Car,Medsize,
UM39817,Oregon,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
MF53477,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize,A
HV50891,Nevada,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,
VF96109,Oregon,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize,
IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,
ST65635,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11.0,3,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large,A
MM44301,California,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Corporate Auto,Corporate L3,Offer1,Agent,508.8,,,
SQ36805,Oregon,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,
OH55411,California,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,547.2,SUV,Medsize,
VD62056,Arizona,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
HI74419,Washington,8092.87696,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L2,Offer1,Agent,369.614729,SUV,Medsize,
UI36374,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,702.990032,SUV,Medsize,
DC78147,Arizona,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,,,
YK60829,Oregon,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.029102,Two-Door Car,Large,
HH23204,California,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize,
KW59167,Oregon,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize,
IH20118,Oregon,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,
HT92952,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,
QQ26855,California,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,A
BR44176,California,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
UB17669,Nevada,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Web,352.394515,Four-Door Car,Medsize,
BR13613,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
MI62456,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,374.4,Four-Door Car,Medsize,
OH15780,California,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Medsize,A
KD63998,California,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,,89,,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,
QD86074,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,Large,A
FW43809,Oregon,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,
RN36393,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,
XU56756,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,A
SH93005,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,,35,,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,
ZI47098,California,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,
JL15127,Nevada,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
EJ19449,California,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Special Auto,Special L2,Offer2,Call Center,398.502948,Four-Door Car,Medsize,
DH93540,Oregon,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,
RD62882,Arizona,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,
WE52979,California,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,
HM94328,Arizona,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Corporate Auto,Corporate L2,Offer1,Branch,364.8,Four-Door Car,Medsize,
OR40901,California,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3.0,56,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,504.0,,,
LV57595,California,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Corporate Auto,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Small,A
BR77413,Arizona,4686.469674,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,
RN98239,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize,
MF18493,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize,
AY35539,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize,
IC80537,California,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
IR73545,Oregon,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,SUV,Medsize,A
PY64219,California,13024.13012,Yes,Extended,Master,1/31/11,Unemployed,M,0,Suburban,Single,125,6.0,61,0.0,2,Personal Auto,Personal L2,Offer1,Agent,900.0,SUV,Small,A
QD34785,Arizona,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,,44,,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,
KP10993,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,
SQ54906,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A
WP10197,Nevada,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,A
QR21417,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
YO58424,Oregon,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize,A
ZG56744,California,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,A
GL82358,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A
IC11062,Nevada,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,
HL35876,Washington,2393.915369,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,Medsize,A
ML34366,California,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Personal Auto,Personal L2,Offer2,Agent,57.712985,Sports Car,Medsize,
TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize,A
DT35588,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,
HB85743,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Personal Auto,Personal L1,Offer2,Agent,133.425609,SUV,Medsize,
KG53604,Oregon,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L1,Offer1,Branch,128.969729,Four-Door Car,Medsize,A
ZG12619,Washington,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4.0,47,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,A
QQ90441,Nevada,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,
QD34785,Arizona,5678.050167,Yes,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,A
